country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Portugal,Fepiro,,0.01,0.009794667379,0.009794667379
Portugal,Fernão Pires,14206.29,9474.06,12138,12330.647
Portugal,Folgasao,408.57,181.64,162.2425062,162.2425062
Portugal,Folgasao Roxo,,18.36,17.9870654,17.9870654
Portugal,Folgasão,,,,45.48
Portugal,Folha de Figueira,,3.48,1.630545934,22.74
Portugal,Fonte Cal,355.16,110.89,51.95725249,51.95725249
Portugal,Galego Dourado,,12.76,6.122395939,6.122395939
Portugal,Gamay Noir,,0.07,0.06856267165,0.06856267165
Portugal,Garnacha Tinta,,84.26,59.74349369,59.74349369
Portugal,Generosa,9.24,3.35,3.270282152,3.270282152
Portugal,Gewürztraminer,,0.37,0.1788774423,0.1788774423
Portugal,Godello,928.63,727.82,584,1062.133
Portugal,Goncalo Pires,,0.68,0.6891571101,0.6891571101
Portugal,Gouveio Preto,,0.33,0.3366091294,0.3366091294
Portugal,Gouveio Real,,581.7,581.1092493,106.878
Portugal,Graciano,583.8,332.36,325.535565,325.535565
Portugal,Grand Noir,46.53,178.9,166.7678952,166.7678952
Portugal,Grangeal,,1.14,1.159586664,1.159586664
Portugal,Granho,,0.26,0.2655499101,0.2655499101
Portugal,Grossa,,73.15,49.17397787,49.17397787
Portugal,Jacquere,,0.53,0.2483302716,0.2483302716
Portugal,Jampal,127.41,70.72,33.86916047,33.86916047
Portugal,Juan García,,134.88,135.2383276,785.781
Portugal,Labrusco,,81,79.33680577,79.33680577
Portugal,Lameiro,,0.39,0.2875147928,0.2875147928
Portugal,Lariao,,3.67,4.822393357,4.822393357
Portugal,Leira,,0.59,0.2764431326,0.2764431326
Portugal,Listain de Huelva,595.84,349.8,466.0542024,37.492
Portugal,Listrao Roxo,10.03,,,
Portugal,Loureiro,3938.71,3468.5,4402,7213.816
Portugal,Lourela,,0.23,0.225682959,0.225682959
Portugal,Lusitano,,0.13,0.1273306759,0.1273306759
Portugal,Luzidio,,0.28,0.131193351,0.131193351
Portugal,Madeleine Royale,,3.03,2.642504158,2.642504158
Portugal,Malvarisco,,3.16,3.193677944,3.193677944
Portugal,Malvasia,,,801,1087.617
Portugal,Malvasia Bianca di Candia,,6.09,6.074098483,6.074098483
Portugal,Malvasia Branca de Sao Jorge,54.71,110.32,109.8765333,109.8765333
Portugal,Malvasia Fina,2327.59,3014.79,2922,2525.453
Portugal,Malvasia Fina Roxa,,24.98,24.00529167,24.00529167
Portugal,Malvasia Parda,,4.4,4.154201016,4.154201016
Portugal,Malvasia Preta,2209.92,1902.88,1933.029512,1172.226
Portugal,Malvasia Romana,,0.18,0.1339717812,0.1339717812
Portugal,Malvasia di Lipari,,6.74,6.29041768,6.29041768
Portugal,Malvasia di Sardegna Rosada,,2.88,2.942820909,2.942820909
Portugal,Malvia,,0.21,0.2142058096,0.2142058096
Portugal,Manseng Noir,,21.82,21.37642397,21.37642397
Portugal,Manteudo Preto,,16.42,10.97292695,10.97292695
Portugal,Marquinhas,,10.74,5.032202108,5.032202108
Portugal,Marufo,3511.77,4007.75,3367.15494,2428.408
Portugal,Mazuelo,,337.91,291.1836331,291.1836331
Portugal,Melhorio,,0.06,0.06120165989,0.06120165989
Portugal,Mencía,1971.4,2453.52,2561.029512,3225.96
Portugal,Merlot,,771.55,482,509.737
Portugal,Mindelo,,0.53,0.5292576028,0.5292576028
Portugal,Mondet,,0.33,0.3325530367,0.3325530367
Portugal,Monvedro,13.72,5.66,3.994511538,3.994511538
Portugal,Moscadet,,3.71,3.089437859,3.089437859
Portugal,Moscargo,,0.15,0.1469200107,0.1469200107
Portugal,Moscatel Lilaz,,0.01,0.01020027665,0.01020027665
Portugal,Mourisco de Semente,,60.16,61.05741249,61.05741249
Portugal,Mourisco de Trevoes,,1.97,1.987957208,1.987957208
Portugal,Muscat Blanc à Petits Grains,1419.06,534.55,1031,912.786
Portugal,Muscat Blanc à Petits Grains (R),,175.67,114.8439854,114.8439854
Portugal,Muscat of Alexandria,509.65,647.13,509,1046.727
Portugal,Muskat de Yaloven,,12.26,12.48120262,12.48120262
Portugal,Naia,,0.46,0.29162297,0.29162297
Portugal,Negramoll,1039.86,677.65,606.3206762,255.234
Portugal,Nevoeira,,0.38,0.3872049034,0.3872049034
Portugal,Padeiro,,86.01,87.68715122,87.68715122
Portugal,Palomino Fino,,3032.7,2594.481075,1327.13
Portugal,Parraleta,,170.58,113.7619226,113.7619226
Portugal,Parreira Matias,,0.7,0.6856267165,0.6856267165
Portugal,Patorra,,9.86,10.05503912,10.05503912
Portugal,Pe Comprido,,1.06,0.5738677408,0.5738677408
Portugal,Pedral,57.87,4.29,4.375918682,4.375918682
Portugal,Pedro Ximénez,,196.94,258.9256574,258.9256574
Portugal,Perigo,,4.01,4.358263983,4.358263983
Portugal,Perola,67.61,,,
Portugal,Petit Bouschet,,15.39,13.88167072,13.88167072
Portugal,Petit Verdot,,131.78,89.73493733,337.012
Portugal,Pexem,,3.48,2.83850571,2.83850571
Portugal,Pinot Blanc,,21.53,14.70327901,14.70327901
Portugal,Pinot Gris,,4.77,4.923921693,4.923921693
Portugal,Pinot Noir,,147.77,130.2440309,47.754
Portugal,Piquepoul Noir,,5.56,5.632820936,5.632820936
Portugal,Planta Nova,,28.83,23.60031336,23.60031336
Portugal,Praca,,166.33,169.3799467,169.3799467
Portugal,Preto Cardana,,4.74,4.643889166,4.643889166
Portugal,Preto Martinho,427.92,163.4,162.5470686,162.5470686
Portugal,Primavera,,39.78,38.96318683,38.96318683
Portugal,Promissao,,6.12,3.203914605,3.203914605
Portugal,Rabigato,1133.24,1272.65,1969,1738.64
Portugal,Rabigato Moreno,,0.89,0.9078246217,0.9078246217
Portugal,Rabo de Anho,,99.35,85.72625753,85.72625753
Portugal,Rabo de Lobo,,3.25,3.183266898,3.183266898
Portugal,Rabo de Ovelha,2330.13,908.16,563.3061384,563.3061384
Portugal,Ramisco,71.59,33.74,32.80066798,32.80066798
Portugal,Rayada Melonera,,1.2,0.9713972082,0.9713972082
Portugal,Riesling,,17.89,13.39279673,13.39279673
Portugal,Rio Grande,3.77,0.52,0.4881128609,0.4881128609
Portugal,Roal,,1.19,0.8043571164,0.8043571164
Portugal,Roxo Rei,,0.35,0.3480862788,0.3480862788
Portugal,Roxo de Vila Flor,,0.19,0.1860986802,0.1860986802
Portugal,Rufete,2338.29,4183.2,1145,2608.883
Portugal,Samarrinho,,1.26,0.8440508717,0.8440508717
Portugal,Santarena,,739.33,724.1746967,377.511
Portugal,Santoal,,9.09,4.259098432,4.259098432
Portugal,Sao Mamede,,0.61,0.5119208791,0.5119208791
Portugal,Sauvignon Blanc,,170.91,101.8361562,24.514
Portugal,Seara Nova,1213.26,681.29,471,516.594
Portugal,Sercial,305.71,105.8,85.2868291,85.2868291
Portugal,Sercialinho,,8.71,4.081050313,4.081050313
Portugal,Sevilhao,,14.03,14.29679181,14.29679181
Portugal,Syrah,,3500.61,4017,6322.622
Portugal,Sémillon,,89.19,75.98050603,75.98050603
Portugal,Síria,1682.06,7144.7,6438,5214.714
Portugal,Tamarez,585.49,342.56,298.0109787,298.0109787
Portugal,Tannat,,9.86,9.687151513,9.687151513
Portugal,Teinturier,,7.47,7.323917499,7.323917499
Portugal,Tempranillo,7356.2,16705.89,17014.01428,20089.515
Portugal,Terrantez,26.75,12.16,11.02620297,11.02620297
Portugal,Terrantez do Pico,,0.34,0.2971762076,0.2971762076
Portugal,Tinta Aguiar,,75.26,76.71982577,76.71982577
Portugal,Tinta Aurelio,,0.01,0.009794667379,0.009794667379
Portugal,Tinta Barroca,5656.68,5939.33,4733,3235.433
Portugal,Tinta Bragao,,62.59,63.7936416,63.7936416
Portugal,Tinta Carvalha,1920.03,1311.21,1113,266.329
Portugal,Tinta Engomada,,3.79,3.861848757,3.861848757
Portugal,Tinta Francisca,,52.9,53.94283349,53.94283349
Portugal,Tinta Malandra,,0.01,0.01020027665,0.01020027665
Portugal,Tinta Martins,,10.68,10.44043081,10.44043081
Portugal,Tinta Mesquita,,1.19,1.213832921,1.213832921
Portugal,Tinta Penajoia,,52.84,53.31783495,53.31783495
Portugal,Tinta Pereira,,1.05,1.032901777,1.032901777
Portugal,Tinta Pomar,,29.68,29.97143097,29.97143097
Portugal,Tinta Roseira,,3.65,3.719450493,3.719450493
Portugal,Tinta Valdosa,,0.54,0.5337793497,0.5337793497
Portugal,Tinta Varejoa,,1.04,1.060828771,1.060828771
Portugal,Tinta da Barca,,344.72,351.6052786,351.6052786
Portugal,Tinta da Melra,,0.58,0.5867487344,0.5867487344
Portugal,Tinta de Alcoa,,23.93,24.07503998,24.07503998
Portugal,Tinta de Cidadelhe,,0.68,0.6936188121,0.6936188121
Portugal,Tinta de Pegoes,,194.86,190.8588886,190.8588886
Portugal,Tinta do Rodo,,3.41,3.339981576,3.339981576
Portugal,Tintem,,9.06,8.873968646,8.873968646
Portugal,Tinto Cão,556.47,368.62,366.9229685,366.9229685
Portugal,Touriga Femea,,14.77,14.785127,14.785127
Portugal,Touriga Franca,6671.31,11582.39,14217,15145.811
Portugal,Touriga Nacional,4148.6,10174.76,11411,13442.58
Portugal,Trajadura,1787.51,1171.07,1550,1462.26
Portugal,Trebbiano Toscano,381.79,212.12,121.9980234,121.9980234
Portugal,Trincadeira,7263.98,9245.62,10493,6897.383
Portugal,Trincadeira das Pratas,215.76,238.69,123.8321353,123.8321353
Portugal,Trincadeiro Branco,,59.44,48.52984214,48.52984214
Portugal,Triunfo,,1.94,1.94559371,1.94559371
Portugal,Trousseau,1753.71,3148.5,1166,1013.949
Portugal,Uva Cao,33.31,0.81,0.3850384225,0.3850384225
Portugal,Valbom,,165.88,162.4739425,162.4739425
Portugal,Valveirinha,,0.31,0.3162085761,0.3162085761
Portugal,Verdelho,342.98,401.21,360.3837578,494.678
Portugal,Verdelho Tinto,0.59,28.16,28.6258216,28.6258216
Portugal,Verdial,,0.5,0.2342738412,0.2342738412
Portugal,Verdial Tinto,,2.6,2.547019128,2.547019128
Portugal,Vinhao,5295.57,2482.39,4055,4114.681
Portugal,Viognier,,127.03,125.4918281,14.42
Portugal,Viosinho,16.68,225.27,916,1256.229
Portugal,Vital,2246.37,1181.53,659,456.987
Portugal,Xara,,0.04,0.04080110659,0.04080110659
Portugal,other,,,,7470.915
Portugal,other grey,,,7211.378401,
Portugal,other red,38242.02,,922.4392402,
Portugal,other white,30519.96,1385.82,428.8799655,
Romania,Alb Aromat,,,24,24.6421
Romania,Alicante Henri Bouschet,,,20,36.3375
Romania,Aligoté,7608.097,7297,5840,5110.0479
Romania,Alutus,,,1.680673737,
Romania,Amurg,,,3.241146032,
Romania,Arcas,,,0.8935689357,
Romania,Aromat de Iasi,,,66.04350188,61.1085
Romania,Astra,,,0.2232312499,
Romania,Bakator Belyi,,,11.31288752,
Romania,Bakator Roz,,,14.71931054,
Romania,Balada,,,0.4507554084,
Romania,Barbera,,,0.3970940502,
Romania,Batuta Neagra,,,2.838685845,
Romania,Bianca,,,12.50030606,
Romania,Blasius,,,15.17113917,
Romania,Blauer Portugieser,,,329,227.5469
Romania,Blaufränkisch,,760,729,689.8882
Romania,Busuioacă de Bohotin,,268,343,779.7508
Romania,Băbească Neagră,3642.174,3042,2696,2525.2605
Romania,Băbească Neagră (G),,328,297,295.8047
Romania,Cabernet Franc,,,72,163.5857
Romania,Cabernet Sauvignon,8619.812,3718,5359,5346.6967
Romania,Chambourcin,,,0.01395195312,
Romania,Chardonnay,1375.932,1067,1878,2003.2928
Romania,Chasselas,,,127,
Romania,Coarnă Neagră,,,104,
Romania,Codană,,,26,24.6765
Romania,Columna,,,25.58573556,
Romania,Crimposie,,,450,368.5552
Romania,Cruciulita,,,0.05366135814,
Romania,Crâmpoșie Selecționată,,409,18,135.4507
Romania,Côt,,,7,
Romania,Donaris,,,1.030298076,
Romania,Dornfelder,,,1.05176262,
Romania,Ezerfürtű,,,30.94242697,25.7328
Romania,Fetească Albă,18210.87,12916,12428,11981.7481
Romania,Fetească Neagră,1214.058,1719,2845,3312.1537
Romania,Fetească Regală,1699.681,12905,12619,12077.1702
Romania,Frâncușă,,621,365,277.4034
Romania,Furmint,,,18.04459758,26.1711
Romania,Galbenă de Odobești,546.3261,385,417,375.6007
Romania,Gewürztraminer,445.1546,385,469,596.0154
Romania,Golia,,,0.09659044465,
Romania,Grasă de Cotnari,849.8406,640,571,545.8457
Romania,Graševina,15013.85,7530,7135.538237,6825.6702
Romania,Grüner Veltliner,,,0.06439362977,
Romania,Haiduc,,,3.085528093,
Romania,Iordan,,,311,295.5504
Romania,Kadarka,,,97,80.8147
Romania,Kerner,,,2.650871092,
Romania,Kreaca,,,28.51221139,
Romania,Kövidinka,,,0.6868653842,
Romania,Lagrein,,,0.3352761656,
Romania,Mamaia,,,0.3595310995,
Romania,Marselan,,,10.73227163,
Romania,Mazuelo (W),,,2.146454326,
Romania,Merlot,7810.44,10988,11647,11012.2408
Romania,Miorita,,,7.520639343,
Romania,Monastrell,,,3,
Romania,Muscadelle,,,4.599315006,
Romania,Muscat Blanc à Petits Grains,1011.715,840,1579,1747.7482
Romania,Muscat Ottonel,5787.01,3641,4779,5138.4925
Romania,Mustoasă de Măderat,,255,282,288.323
Romania,Müller-Thurgau,,,0.2146454326,
Romania,Nebbiolo,,,0.2146454326,
Romania,Negru Aromat,,,0.6761331125,
Romania,Negru de Drăgăşani,,,18,62.1855
Romania,Neuburger,,,71.17739134,79.3631
Romania,Novac,,,74,73.235
Romania,Pamid,,2930,2716,2626.5599
Romania,Pinot Blanc,,,0.1343680408,
Romania,Pinot Gris,2387.647,1301,1561,1457.8802
Romania,Pinot Noir,1740.15,1089,1930,2030.7223
Romania,Plavaie,,,152,139.9649
Romania,Rebo,,,5.398332629,
Romania,Regent,,,0.6589614779,
Romania,Riesling,,,422.4617635,481.0422
Romania,Rkatsiteli,505.8575,356,413,316.4437
Romania,Rondo,,,0.2275241585,
Romania,Rosina,,,1.159621949,
Romania,Roz de Minis,,,6.72913431,
Romania,Sangiovese,,,88,72.7611
Romania,Sauvignon Blanc,4613.42,4157,5594,5632.9747
Romania,Savagnin Blanc,,,52.79451256,
Romania,Select,,,0.1931808893,27.712
Romania,Seyval Blanc,,,1.073227163,
Romania,Silvaner,,,0.6761331125,
Romania,Slankamenka,,,23,
Romania,Syrah,,,504,692.7664
Romania,Sémillon,,,18,
Romania,Tempranillo,,,67,31.22
Romania,Timpuriu de Cluj,,,1.051226006,
Romania,Touriga Franca,,,4.287542515,
Romania,Touriga Nacional,,,11.18839317,
Romania,Trebbiano Toscano,,,3,
Romania,Tribidrag,,,8.795740535,
Romania,Unirea,,,0.5902749395,
Romania,Valerien,,,0.171716346,
Romania,Viognier,,,20.08437312,40.5294
Romania,Zghihară de Huşi,,,54,57.6843
Romania,Zweigelt,,,85.82103936,75.4848
Romania,other,,,,91531.8951
Romania,other red,38549.7,31792.52572,32081.56691,
Romania,other white,100540.9,58952.47428,62370.13029,
Romania,Șarbă,,,266,319.9135
